,/amdcpu/0/load/1,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/temperature/0,/amdcpu/1/load/1,/amdcpu/1/load/2,/amdcpu/1/load/3,/amdcpu/1/load/4,/amdcpu/1/load/0,/amdcpu/1/clock/1,/amdcpu/1/clock/2,/amdcpu/1/clock/3,/amdcpu/1/clock/4,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/fan/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/3,/hdd/0/temperature/0,/hdd/2/temperature/0,/hdd/2/load/0,/hdd/3/load/0
05/29/2019 18:38:09,12.5,1.5625,6.25,1.5625,5.46875,3200.05225,3200.05225,3200.05225,3200.05225,34.75,7.8125,3.174603,6.349206,10.76923,7.02638626,3200.0498,3200.0498,3200.0498,3200.0498,51.1945343,4.071907,3.88188553,40,0,139,405.000031,278,21,14,0,0,4096,655.2461,3440.754,15.9972191,36,32,56.243206,59.80607
05/29/2019 18:38:10,10.9375,0,4.6875,0,3.90625,3200.05151,3200.05151,3200.05151,3200.05151,34.75,3.174603,0,1.5625,3.174603,1.97792053,3200.05078,3200.05078,3200.05078,3200.05078,51.1945343,4.071907,3.88188553,39,0,139,405.000031,278,0,5,0,0,4096,655.2461,3440.754,15.9972191,36,32,56.243206,59.80607
05/29/2019 18:38:11,4.6875,1.58730149,14.0625,1.58730149,5.481148,3200.04834,3200.04834,3200.04834,3200.04834,34.75,3.125,4.6875,4.6875,7.8125,5.078125,3200.05151,3200.05151,3200.05151,3200.05151,51.14739,4.068157,3.88563538,40,0,139,405.000031,278,2,5,0,0,4096,639.8711,3456.129,15.6218529,36,32,56.243206,59.80607
05/29/2019 18:38:12,10.9375,0,4.6875,1.5625,4.296875,3200.05249,3200.05249,3200.05249,3200.05249,34.75,4.6875,3.125,3.125,6.25,4.296875,3200.05054,3200.05054,3200.05054,3200.05054,50.9774628,4.05464172,3.89915085,40,0,139,405.000031,278,3,6,0,0,4096,639.8711,3456.129,15.6218529,36,32,56.243206,59.80607
05/29/2019 18:38:13,6.25,1.53846145,6.25,0,3.50961685,3200.051,3200.051,3200.051,3200.051,34.625,3.125,1.5625,3.125,3.125,2.734375,3200.051,3200.051,3200.051,3200.051,50.97473,4.05442429,3.89936829,40,0,139,405.000031,278,5,8,0,0,4096,649.0586,3446.94141,15.8461571,36,32,56.243206,59.80607
05/29/2019 18:38:14,6.25,1.58730149,3.125,1.5625,3.131199,3200.05127,3200.05127,3200.05127,3200.05127,34.5,0,1.5625,1.5625,3.125,1.5625,3200.04956,3200.04956,3200.04956,3200.04956,50.9592857,4.053196,3.90059662,39,0,139,405.000031,278,0,4,0,0,4096,649.0586,3446.94141,15.8461571,36,32,56.243206,59.80607
05/29/2019 18:38:15,6.25,3.125,9.375,0,4.6875,3200.05029,3200.05029,3200.05029,3200.05029,34.5,4.6875,0,3.125,6.25,3.515625,3200.05249,3200.05249,3200.05249,3200.05249,50.95622,4.052952,3.90084076,39,0,139,405.000031,278,0,5,0,0,4096,649.0586,3446.94141,15.8461571,36,32,56.243206,59.80607
05/29/2019 18:38:16,6.25,1.53846145,4.6875,0,3.11899185,3200.05078,3200.05078,3200.05078,3200.05078,34.5,0,3.125,0,4.6875,1.953125,3200.05029,3200.05029,3200.05029,3200.05029,50.9620667,4.053417,3.90037537,40,0,139,405.000031,278,15,12,0,0,4096,649.0586,3446.94141,15.8461571,36,32,56.243206,59.80607
05/29/2019 18:38:17,4.6875,0,6.25,0,2.734375,3200.05127,3200.05127,3200.05127,3200.05127,34.5,1.5625,3.125,0,6.25,2.734375,3200.05078,3200.05078,3200.05078,3200.05078,50.9573669,4.05304337,3.90074921,39,0,139,405.000031,278,0,4,0,0,4096,654.1836,3441.81641,15.9712791,36,32,56.243206,59.80607
05/29/2019 18:38:18,12.5,0,3.125,1.58730149,4.303074,3200.05,3200.05,3200.05,3200.05,34.5,1.5625,1.5625,1.5625,4.6875,2.34375,3200.04956,3200.04956,3200.04956,3200.04956,50.9401,4.05167,3.9021225,39,0,139,405.000031,278,0,4,0,0,4096,654.1836,3441.81641,15.9712791,36,32,56.243206,59.80607
05/29/2019 18:38:19,3.125,3.125,9.375,0,3.90625,3200.051,3200.051,3200.051,3200.051,34.5,3.125,6.25,0,1.5625,2.734375,3200.05176,3200.05176,3200.05176,3200.05176,50.93161,4.050995,3.9027977,40,0,139,405.000031,278,0,5,0,0,4096,648.8086,3447.19141,15.8400536,36,32,56.243206,59.80607
05/29/2019 18:38:20,4.6875,3.174603,1.5625,1.5625,2.74677277,3200.05151,3200.05151,3200.05151,3200.05151,34.5,3.125,1.5625,0,3.125,1.953125,3200.05,3200.05,3200.05,3200.05,50.92936,4.05081558,3.902977,39,0,139,405.000031,278,0,5,0,0,4096,648.8086,3447.19141,15.8400536,36,32,56.243206,59.80607
05/29/2019 18:38:21,9.375,0,10.9375,1.53846145,5.462742,3200.05078,3200.05078,3200.05078,3200.05078,34.5,4.6875,1.5625,3.125,6.25,3.90625,3200.05249,3200.05249,3200.05249,3200.05249,50.86883,4.04600143,3.90779114,39,0,139,405.000031,278,0,4,0,0,4096,646.8086,3449.19141,15.7912254,36,31,56.24874,59.80607
05/29/2019 18:38:22,4.6875,1.58730149,4.6875,0,2.740574,3200.049,3200.049,3200.049,3200.049,34.5,1.53846145,1.53846145,3.076923,6.153846,3.076923,3200.04956,3200.04956,3200.04956,3200.04956,50.841877,4.04385757,3.909935,39,0,139,405.000031,278,0,5,0,0,4096,646.8086,3449.19141,15.7912254,36,31,56.24874,59.80607
05/29/2019 18:38:23,6.25,3.076923,6.25,1.58730149,4.29105759,3200.05127,3200.05127,3200.05127,3200.05127,34.5,1.58730149,4.76190472,1.58730149,4.76190472,3.174603,3200.05029,3200.05029,3200.05029,3200.05029,50.87593,4.046566,3.90722656,39,0,139,405.000031,278,0,5,0,0,4096,646.5586,3449.44141,15.7851219,36,31,56.24874,59.80607
05/29/2019 18:38:24,3.125,3.125,1.5625,1.53846145,2.33774185,3200.052,3200.052,3200.052,3200.052,34.5,3.125,1.5625,1.5625,4.6875,2.734375,3200.051,3200.051,3200.051,3200.051,50.8725243,4.046295,3.90749741,40,0,139,405.000031,278,2,6,0,0,4096,646.7461,3449.254,15.7897,36,31,56.24874,59.80607
05/29/2019 18:38:25,3.125,0,1.5625,0,1.171875,3200.05029,3200.05029,3200.05029,3200.05029,34.25,1.53846145,0,1.53846145,3.076923,1.53846741,3200.05029,3200.05029,3200.05029,3200.05029,50.87267,4.04630661,3.907486,39,0,139,405.000031,278,0,4,0,0,4096,646.7461,3449.254,15.7897,36,31,56.24874,59.80607
05/29/2019 18:38:26,15.625,3.125,7.8125,3.125,7.421875,3200.04785,3200.04785,3200.04785,3200.04785,34.25,4.76190472,1.58730149,1.58730149,4.76190472,3.174603,3200.05176,3200.05176,3200.05176,3200.05176,50.919,4.04999161,3.903801,39,0,139,405.000031,278,17,14,0,0,4096,650.7461,3445.254,15.8873558,36,31,56.24874,59.80607
05/29/2019 18:38:27,7.8125,0,6.25,0,3.515625,3200.052,3200.052,3200.052,3200.052,34.25,0,0,3.125,4.6875,1.953125,3200.05127,3200.05127,3200.05127,3200.05127,50.91516,4.04968643,3.90410614,39,0,139,405.000031,278,0,5,0,0,4096,650.9961,3445.004,15.8934593,36,31,56.24874,59.80607
05/29/2019 18:38:28,3.125,1.53846145,0,0,1.16586685,3200.05273,3200.05273,3200.05273,3200.05273,34.25,0,0,0,4.6875,1.171875,3200.04956,3200.04956,3200.04956,3200.04956,50.91737,4.049862,3.90393066,39,0,139,405.000031,278,1,5,0,0,4096,650.7461,3445.254,15.8873558,36,31,56.24874,59.80607
05/29/2019 18:38:29,1.5625,0,3.125,0,1.171875,3200.04956,3200.04956,3200.04956,3200.04956,34.25,0,3.076923,0,6.25,2.3317337,3200.05127,3200.05127,3200.05127,3200.05127,50.9163132,4.049778,3.90401459,39,0,139,405.000031,278,1,5,0,0,4096,650.7461,3445.254,15.8873558,36,31,56.24874,59.80607
05/29/2019 18:38:30,9.375,1.5625,1.5625,0,3.125,3200.05225,3200.05225,3200.05225,3200.05225,34.25,0,0,0,21.875,5.46875,3200.05225,3200.05225,3200.05225,3200.05225,50.91281,4.04949951,3.904293,39,0,139,405.000031,278,0,5,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24874,59.80607
05/29/2019 18:38:31,4.6875,0,3.125,0,1.953125,3200.05127,3200.05127,3200.05127,3200.05127,34.25,0,3.125,1.5625,12.5,4.296875,3200.05078,3200.05078,3200.05078,3200.05078,50.9118042,4.0494194,3.90437317,39,0,139,405.000031,278,3,6,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24874,59.80607
05/29/2019 18:38:32,4.6875,0,0,1.58730149,1.56869888,3200.048,3200.048,3200.048,3200.048,34.25,1.5625,1.5625,0,6.25,2.34375,3200.048,3200.048,3200.048,3200.048,50.9123344,4.04946136,3.90433121,39,0,139,405.000031,278,0,5,0,0,4096,651.9336,3444.06641,15.9163475,36,31,56.24874,59.80607
05/29/2019 18:38:33,1.5625,1.58730149,0,1.5625,1.17807388,3200.05225,3200.05225,3200.05225,3200.05225,34.25,4.6875,1.5625,0,7.8125,3.515625,3200.054,3200.054,3200.054,3200.054,50.9116135,4.049404,3.90438843,39,0,139,405.000031,278,1,5,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24874,59.80607
05/29/2019 18:38:34,1.5625,0,3.125,0,1.171875,3200.051,3200.051,3200.051,3200.051,34.25,1.5625,0,0,4.6875,1.5625,3200.05054,3200.05054,3200.05054,3200.05054,50.9107,4.04933167,3.904461,39,0,139,405.000031,278,0,4,0,0,4096,651.9336,3444.06641,15.9163475,36,31,56.24874,59.80607
05/29/2019 18:38:35,4.6875,1.58730149,3.125,0,2.349949,3200.05054,3200.05054,3200.05054,3200.05054,34.25,0,0,1.53846145,3.076923,1.15385056,3200.04932,3200.04932,3200.04932,3200.04932,50.9098854,4.049267,3.90452576,39,0,139,405.000031,278,0,4,0,0,4096,651.9336,3444.06641,15.9163475,36,31,56.24874,59.80607
05/29/2019 18:38:36,4.6875,0,1.5625,0,1.5625,3200.053,3200.053,3200.053,3200.053,34.25,0,1.58730149,0,7.936507,2.38094926,3200.05151,3200.05151,3200.05151,3200.05151,50.91061,4.049324,3.90446854,39,0,139,405.000031,278,1,5,0,0,4096,651.9336,3444.06641,15.9163475,36,31,56.24874,59.80607
05/29/2019 18:38:37,1.5625,0,1.5625,0,0.78125,3200.04834,3200.04834,3200.04834,3200.04834,34.125,0,0,0,6.25,1.5625,3200.05176,3200.05176,3200.05176,3200.05176,50.91046,4.04931259,3.90448,39,0,139,405.000031,278,0,4,0,0,4096,651.9336,3444.06641,15.9163475,36,31,56.24874,59.80607
05/29/2019 18:38:38,1.5625,0,1.5625,0,0.78125,3200.053,3200.053,3200.053,3200.053,34.125,1.5625,3.125,0,3.125,1.953125,3200.05,3200.05,3200.05,3200.05,50.90955,4.04924,3.90455246,39,0,139,405.000031,278,1,5,0,0,4096,651.9336,3444.06641,15.9163475,36,31,56.24874,59.80607
05/29/2019 18:38:39,3.125,1.5625,0,0,1.171875,3200.049,3200.049,3200.049,3200.049,34.125,1.5625,0,0,6.25,1.953125,3200.04956,3200.04956,3200.04956,3200.04956,50.9088821,4.04918671,3.90460587,39,0,139,405.000031,278,1,5,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24874,59.80607
05/29/2019 18:38:40,7.8125,0,4.6875,0,3.125,3200.052,3200.052,3200.052,3200.052,34,0,6.25,0,3.125,2.34375,3200.0542,3200.0542,3200.0542,3200.0542,50.9066238,4.04900742,3.90478516,39,0,139,405.000031,278,1,5,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24874,59.80607
05/29/2019 18:38:41,10.0000019,0,3.92156839,1.99999809,3.98039222,3200.05176,3200.05176,3200.05176,3200.05176,34,1.9607842,0,1.9607842,3.92156839,1.96077824,3200.05322,3200.05322,3200.05322,3200.05322,50.8989525,4.048397,3.90539551,39,0,139,405.000031,278,0,4,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24874,59.80607
05/29/2019 18:38:41,0,0,0,0,0,3200.05176,3200.05176,3200.05176,3200.05176,34,0,0,0,50,12.5,3200.05322,3200.05322,3200.05322,3200.05322,50.8998146,4.04846573,3.90532684,39,0,139,405.000031,278,0,4,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24874,59.80607
05/29/2019 18:38:42,0,0,0,0,0,3200.05176,3200.05176,3200.05176,3200.05176,34,0,0,0,50,12.5,3200.05322,3200.05322,3200.05322,3200.05322,50.90255,4.048683,3.90510941,39,0,139,405.000031,278,1,5,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24869,59.80607
05/29/2019 18:38:43,2.94117928,6.060606,0,0,2.250445,3200.04663,3200.04663,3200.04663,3200.04663,34,0,3.03030014,0,12.121212,3.78787518,3200.04761,3200.04761,3200.04761,3200.04761,50.904995,4.04887772,3.90491486,39,0,139,405.000031,278,0,4,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24869,59.80607
05/29/2019 18:38:44,4.6875,0,7.8125,12.5,6.25,3200.05127,3200.05127,3200.05127,3200.05127,34.125,6.25,1.5625,0,14.0625,5.46875,3200.05078,3200.05078,3200.05078,3200.05078,50.90471,4.048855,3.90493774,39,0,139,405.000031,278,0,5,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24869,59.80607
05/29/2019 18:38:45,6.25,0,1.5625,1.58730149,2.349949,3200.051,3200.051,3200.051,3200.051,34.125,1.5625,0,3.125,9.375,3.515625,3200.05029,3200.05029,3200.05029,3200.05029,50.90418,4.048813,3.90497971,39,0,139,405.000031,278,0,5,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24869,59.80607
05/29/2019 18:38:46,1.5625,0,3.174603,0,1.18427277,3200.05078,3200.05078,3200.05078,3200.05078,34,0,1.5625,1.5625,3.125,1.5625,3200.05029,3200.05029,3200.05029,3200.05029,50.9042778,4.0488205,3.904972,39,0,139,405.000031,278,0,4,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24869,59.80607
05/29/2019 18:38:47,4.6875,0,4.615384,0,2.32571959,3200.0498,3200.0498,3200.0498,3200.0498,34,0,0,1.5625,3.125,1.171875,3200.05078,3200.05078,3200.05078,3200.05078,50.9047546,4.04885864,3.904934,39,0,139,405.000031,278,0,4,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24869,59.80607
05/29/2019 18:38:48,4.6875,0,4.6875,0,2.34375,3200.0498,3200.0498,3200.0498,3200.0498,34,0,1.5625,0,4.6875,1.5625,3200.05273,3200.05273,3200.05273,3200.05273,50.90442,4.048832,3.90496063,39,0,139,405.000031,278,0,4,0,0,4096,651.8711,3444.129,15.9148216,36,31,56.24869,59.80607
05/29/2019 18:38:49,4.6875,0,6.25,0,2.734375,3200.05151,3200.05151,3200.05151,3200.05151,34,4.6875,1.5625,3.125,7.8125,4.296875,3200.05,3200.05,3200.05,3200.05,50.9043236,4.04882431,3.90496826,39,0,139,405.000031,278,4,6,0,0,4096,650.5586,3445.44141,15.8827782,36,31,56.24869,59.80607
05/29/2019 18:38:50,9.375,0,6.25,0,3.90625,3200.05176,3200.05176,3200.05176,3200.05176,34,3.125,0,0,10.9375,3.515625,3200.04858,3200.04858,3200.04858,3200.04858,50.9039841,4.04879761,3.904995,39,0,139,405.000031,278,1,5,0,0,4096,650.5586,3445.44141,15.8827782,36,31,56.24869,59.80607
05/29/2019 18:38:51,12.5,0,4.6875,0,4.296875,3200.05078,3200.05078,3200.05078,3200.05078,34,1.5625,1.5625,0,15.625,4.6875,3200.05273,3200.05273,3200.05273,3200.05273,50.90346,4.04875565,3.905037,39,0,139,405.000031,278,0,4,0,0,4096,650.5586,3445.44141,15.8827782,37,31,56.248745,59.80607
05/29/2019 18:38:52,3.125,0,0,0,0.78125,3200.04932,3200.04932,3200.04932,3200.04932,34,0,1.5625,0,3.125,1.171875,3200.05078,3200.05078,3200.05078,3200.05078,50.8704147,4.04612732,3.90766525,39,0,139,405.000031,278,0,5,0,0,4096,650.5586,3445.44141,15.8827782,37,31,56.248745,59.80607
05/29/2019 18:38:53,0,1.5625,1.5625,0,0.78125,3200.05151,3200.05151,3200.05151,3200.05151,34,0,0,0,3.125,0.78125,3200.05054,3200.05054,3200.05054,3200.05054,50.8508453,4.044571,3.90922165,39,0,139,405.000031,278,0,4,0,0,4096,650.5586,3445.44141,15.8827782,37,31,56.248745,59.80607
05/29/2019 18:38:54,9.230768,0,7.69230747,4.615384,5.384612,3200.05347,3200.05347,3200.05347,3200.05347,34,3.076923,0,1.53846145,18.4615364,5.769229,3200.05273,3200.05273,3200.05273,3200.05273,50.84591,4.044178,3.90961456,39,0,139,405.000031,278,1,5,0,0,4096,650.5586,3445.44141,15.8827782,37,31,56.248745,59.80607
05/29/2019 18:38:55,9.523809,3.174603,3.174603,0,3.96825075,3200.04932,3200.04932,3200.04932,3200.04932,34,1.58730149,1.58730149,1.58730149,4.76190472,2.38095522,3200.05054,3200.05054,3200.05054,3200.05054,50.8396263,4.04367828,3.91011429,39,0,139,405.000031,278,0,5,0,0,4096,650.5586,3445.44141,15.8827782,37,31,56.248745,59.80607
05/29/2019 18:38:56,7.8125,1.5625,6.25,0,3.90625,3200.049,3200.049,3200.049,3200.049,34,0,0,3.125,3.125,1.5625,3200.049,3200.049,3200.049,3200.049,50.8381844,4.043564,3.91022873,39,0,139,405.000031,278,3,6,0,0,4096,650.7461,3445.254,15.8873558,37,31,56.248745,59.80607
05/29/2019 18:38:57,3.125,1.58730149,6.25,0,2.740574,3200.05151,3200.05151,3200.05151,3200.05151,34,0,0,6.25,6.25,3.125,3200.05176,3200.05176,3200.05176,3200.05176,50.83737,4.043499,3.91029358,39,0,139,405.000031,278,0,5,0,0,4096,630.8711,3465.129,15.4021263,37,31,56.248745,59.80607
